"","easting","northing","year","mean.max.canopy.ht.aop","max.canopy.ht.aop","rumple.aop","deepgap.fraction.aop","cover.fraction.aop","top.rugosity.aop","vert.sd.aop","vertCV.aop","sd.sd.aop","entropy.aop","GFP.AOP.aop","VAI.AOP.aop","VCI.AOP.aop","q25.aop","q50.aop","shannon_exotic","evenness_exotic","nspp_exotic","shannon_notexotic","evenness_notexotic","nspp_notexotic","shannon_native","evenness_native","nspp_native","shannon_unknown","evenness_unknown","nspp_unknown","rel_cover_native","rel_cover_unknown","rel_cover_exotic","cover_native","cover_unknown","cover_exotic","rel_cover_notexotic","cover_notexotic","shannon_total","evenness_total","nspp_total","shannon_family","evenness_family","nfamilies","turnover","nestedness","minElev","maxElev","slope","aspect"
"shannon_native",0.0353615489403932,-0.484038620769361,-0.317342026560756,0.226739682248317,0.177860452746165,0.000670749749316442,-0.0335794144213931,0.0335794144213931,0.14300233286393,0.217937470205643,-0.171902106015857,0.26469615234985,0.148473433022285,0.0362718217982367,0.15124272311895,0.148473433022285,0.219559256358605,0.243220884277191,0.253916322227972,0.288186616246566,0.295349438376406,0.986775825885886,-0.414482934340086,0.819151761581006,1,-0.391612203494775,0.828032092210135,0.40244033893891,0.145248483036448,0.448483430485146,-0.311363967070248,0.313250527508279,0.273504106336222,0.0500504805128837,0.368387121731608,0.256481702397164,-0.27286025398559,0.0719236339212657,0.969356709004334,-0.434781419005923,0.806005113373938,0.887881402019715,-0.299178292173742,0.787195219231571,0.283079731510135,-0.400149177271168,-0.530031267198001,-0.53022695151632,-0.400052389763677,-0.225906539794584
"evenness_native",0.0218192117028979,0.426178581455975,0.293364726392402,-0.0974361441855113,-0.10401583772198,-0.0767604355592572,0.0280935559613607,-0.0280935559613607,-0.184125121232212,-0.179858877485603,0.0270061191445526,-0.140480737091852,-0.0670170985364464,-0.111051788757322,0.0170684805393307,-0.0670170985364464,-0.0718518080164642,-0.132021656225306,-0.245257604425028,-0.263384971732245,-0.306598559008499,-0.394541605251478,0.984636728017929,-0.799348423081275,-0.391612203494775,1,-0.80067181947206,-0.462741481463058,-0.201370235785271,-0.468070873366007,0.0417476075088706,-0.0405586000810337,-0.224207397606671,-0.473302733754429,-0.269589749707385,-0.267922211332539,0.223838469588506,-0.474004856997817,-0.412417329220114,0.956824037950477,-0.791916261443044,-0.370992864422661,0.816199876986975,-0.698445164071725,-0.154921147023118,0.274752547364148,0.309734303401922,0.311597602357686,0.209473634355821,0.0807295381985082
"nspp_native",0.0315521480515266,-0.508187114603083,-0.384494881719957,0.189161760251538,0.15302201520154,0.0379555452062379,-0.0352080848908039,0.0352080848908039,0.17788780710715,0.220176040570948,-0.114587565789709,0.227083687396068,0.119448758063729,0.0774060237922825,0.0722386994143601,0.119448758063729,0.163499312599181,0.208359697547025,0.295059808843705,0.321560382682049,0.352185341560612,0.824006881629552,-0.811429821854818,0.991650406586469,0.828032092210135,-0.80067181947206,1,0.513873340744454,0.207603165666846,0.539161410114425,-0.184596657329572,0.182905629473558,0.28276516897257,0.340465857039094,0.363897711928948,0.303722717676301,-0.282050365047924,0.351904807525114,0.826575006979271,-0.806734459275917,0.976174019717585,0.762803701777294,-0.632758266924943,0.90531668931178,0.274449399773206,-0.434000015769519,-0.500383630304019,-0.502142768441206,-0.374639551385932,-0.186864379547569
"shannon_unknown",0.0369701547921408,-0.344466966668019,-0.0754692835462685,0.115423308758863,0.185279325276773,0.143149867266628,-0.0069636217564922,0.0069636217564922,0.242710106507023,0.248839730121633,0.0755546529778914,0.188254169227455,0.149102860815108,0.220803909522482,-0.0387773963861453,0.149102860815108,0.0513882484079934,0.126635754839224,0.321419688004971,0.290551341901392,0.370804754696611,0.46034755357604,-0.539251781543499,0.592265727726515,0.40244033893891,-0.462741481463058,0.513873340744454,1,0.572841972988757,0.918604113995298,-0.385176906517176,0.413788367408448,0.330850725822993,0.0726128345780936,0.506602343628496,0.323225078141184,-0.3305597672545,0.0938712028253896,0.47778520815451,-0.562499246390876,0.613012601648823,0.418211067741498,-0.439213011886753,0.545392734830975,0.233356189438642,-0.242244447956943,-0.306176705677378,-0.305456822250083,-0.151028582149082,-0.0970295383910481
"evenness_unknown",-0.0359908483720997,-0.104115441625575,-0.0731818498887893,0.161720584895541,0.154643500331389,0.064845873490543,-0.0621128421114631,0.0621128421114631,0.121628741962904,0.160455006717841,-0.0445667443406475,0.125278498674504,0.166605093234126,0.0542380401624224,0.0944424911474075,0.166605093234126,0.129050877469753,0.143013785616869,0.120618171221908,0.116268877774467,0.146808817946404,0.159617379682104,-0.229540996399602,0.23015901153989,0.145248483036448,-0.201370235785271,0.207603165666846,0.572841972988757,1,0.356504720332798,-0.104989900737563,0.06946112091253,0.153195632383084,0.0100831977767565,0.0853660044636846,0.143175548602145,-0.153438632522414,-0.00889580286407829,0.167414221227173,-0.23460142986318,0.232137068459793,0.184978096757393,-0.186805173315216,0.233591750407242,0.084869155668517,-0.0452252069169589,-0.112156556015812,-0.110540287550565,0.0157764720432404,0.012274679979537
"nspp_unknown",0.0210311904759408,-0.40497641751053,-0.0876470999566261,0.128789547408412,0.197707117643363,0.133451393381898,0.0211512626346195,-0.0211512626346195,0.244466377637272,0.263073863618693,0.0562191601458295,0.212470269975297,0.151097810580701,0.234820535489565,-0.0360933459548036,0.151097810580701,0.0669970380842424,0.151465005628594,0.365916171751306,0.338993291851775,0.418572676913114,0.509519802146227,-0.551448333848981,0.627596327132626,0.448483430485146,-0.468070873366007,0.539161410114425,0.918604113995298,0.356504720332798,1,-0.542718973709527,0.611424877951753,0.375229456549646,0.0535671093362594,0.710984989281584,0.369834981938307,-0.374795770997455,0.0994998040690139,0.53024517213098,-0.575942857732448,0.651648495066361,0.471278230847515,-0.453765582914438,0.589866002550595,0.261381163320692,-0.265750976626942,-0.331924605254419,-0.330857122284796,-0.170855643030094,-0.116251452488071
"rel_cover_native",0.142222915528434,0.320407818227033,0.0337292298902379,-0.167920332280789,-0.191137645601795,0.036187343969989,-0.0791324948157309,0.0791324948157309,-0.086129118721309,-0.179130288517732,0.0986321921662902,-0.175671995616273,-0.153039309915927,-0.106556204898379,-0.0890007142242225,-0.153039309915927,-0.165531072233842,-0.180180863650312,-0.554486482699406,-0.471650190890393,-0.619203893045254,-0.364237617111633,0.0793510530506043,-0.248246829057207,-0.311363967070248,0.0417476075088706,-0.184596657329572,-0.385176906517176,-0.104989900737563,-0.542718973709527,1,-0.818987251179113,-0.672481465004949,0.316813621379802,-0.767949027389223,-0.64296540389283,0.671963401369956,0.240911831982249,-0.394616296534039,0.16034922300907,-0.320260429471012,-0.416110229244415,0.149989160666057,-0.369563766515862,-0.223630821061616,0.152888480763448,0.254719071491,0.249462762267455,-0.0126846344610983,0.0509916635116773
"rel_cover_unknown",-0.148604494185784,-0.347733199787059,-0.0515260441252437,0.211899652812278,0.225436192470446,0.0265488887295559,0.0581849089431453,-0.0581849089431453,0.113478540324633,0.199379421111047,-0.155583422826639,0.207478201195707,0.174284690164054,0.0653554762097535,0.166074086996985,0.174284690164054,0.213179011683741,0.233013740156781,0.244328071499594,0.256019731682042,0.276167053308878,0.375884866643778,-0.0793603055378124,0.251313812918246,0.313250527508279,-0.0405586000810337,0.182905629473558,0.413788367408448,0.06946112091253,0.611424877951753,-0.818987251179113,1,0.295388780677593,-0.36916956112261,0.87349113712481,0.256723651898709,-0.295031259354271,-0.290006598108314,0.401156309708628,-0.0850531388321052,0.26633172485722,0.401010328643449,-0.0583527532074028,0.30268493925251,0.226466599998659,-0.131455029805593,-0.196745885414641,-0.192649789637606,-0.0316927078498456,-0.0695006272703853
"rel_cover_exotic",-0.119986881304675,-0.254348544777963,-0.107028532965768,0.0950366686993119,0.0973174933138726,-0.0857574110203402,0.012599980481265,-0.012599980481265,0.0576794060698502,0.132720459084146,0.0143468200702273,0.0912190322998027,0.09529661083044,0.123969049759024,-0.0383342554613123,0.09529661083044,0.0635342010286339,0.0808293422875521,0.837929967872649,0.758995161260603,0.957990964703421,0.309892077196925,-0.23998611770672,0.319555889337152,0.273504106336222,-0.224207397606671,0.28276516897257,0.330850725822993,0.153195632383084,0.375229456549646,-0.672481465004949,0.295388780677593,1,0.00947740625782238,0.389853804933394,0.989424563895839,-0.999955543103549,0.0466520480504984,0.359146419868451,-0.340330507979432,0.41686248255152,0.406085575657473,-0.312262758160584,0.461094152721597,0.205538519996925,-0.220751500424622,-0.323711808302458,-0.320456341854865,-0.0520871158247551,-0.0829947103013399
"cover_native",0.173478092045611,0.0909167255443254,0.00893057630694252,-0.188187934133992,-0.149030175920623,0.0237159737914648,-0.0678898458097989,0.0678898458097989,0.0321918266851686,-0.037764267772911,0.270258974966845,-0.0852674650404632,-0.158988268861946,0.196731937410968,-0.359230905926805,-0.158988268861946,-0.228339897219475,-0.156855479145701,0.0501996168900287,0.039100620344411,0.0914858824058315,0.0263498662424731,-0.46447571803154,0.31838057329478,0.0500504805128837,-0.473302733754429,0.340465857039094,0.0726128345780936,0.0100831977767565,0.0535671093362594,0.316813621379802,-0.36916956112261,0.00947740625782238,1,0.0385256273138016,0.102390646189653,-0.00940496576796703,0.987440499682459,0.0503855132764803,-0.438391946501644,0.314127745677377,0.0107917330537218,-0.311761890574681,0.20141377892949,-0.00461240965247,-0.211897761201703,-0.0574584763492796,-0.0604544461436257,-0.189791609798165,-0.108239312543087
"cover_unknown",-0.0497156808454526,-0.361227801928555,-0.0474730873251855,0.138241185844215,0.174914769093493,0.0430380375062695,0.0264451436685792,-0.0264451436685792,0.144488569954878,0.206619542785752,-0.0266601584329852,0.190847190947137,0.115882778817526,0.176936082429138,-0.00746903123414986,0.115882778817526,0.114519195046272,0.173444431428427,0.340886487210481,0.31822136869796,0.403302815489785,0.420800175630883,-0.313014563323458,0.430538482740869,0.368387121731608,-0.269589749707385,0.363897711928948,0.506602343628496,0.0853660044636846,0.710984989281584,-0.767949027389223,0.87349113712481,0.389853804933394,0.0385256273138016,1,0.392492404259815,-0.38935777848089,0.122751074541913,0.451550478148187,-0.333008354463008,0.459926146276767,0.433864529363957,-0.259068469882261,0.450841431486414,0.244117979303845,-0.243740089273413,-0.257706877993652,-0.254537686013207,-0.121148223098138,-0.138461525281578
"cover_exotic",-0.114711909729964,-0.229745268114958,-0.0950192153378144,0.0825579886551423,0.084535939516561,-0.0796036500434533,0.00515478593864562,-0.00515478593864562,0.0623460931325222,0.126109357415861,0.0250093658190046,0.0773161556024544,0.0853259774887654,0.129354603887571,-0.0562398784300614,0.0853259774887654,0.0482155502119096,0.0687075151378302,0.840208266027945,0.754394227183627,0.964239831519534,0.289561679262128,-0.283718882722389,0.338357981163076,0.256481702397164,-0.267922211332539,0.303722717676301,0.323225078141184,0.143175548602145,0.369834981938307,-0.64296540389283,0.256723651898709,0.989424563895839,0.102390646189653,0.392492404259815,1,-0.989345019021929,0.139915732600811,0.338516282386045,-0.384327978670468,0.436017263262302,0.386495276777254,-0.343129384961917,0.467427606332093,0.193955297865378,-0.23059622245879,-0.314024833873094,-0.310727737042154,-0.042733401287992,-0.0741760445016205
"rel_cover_notexotic",0.120464601787622,0.254121388267139,0.107462820678261,-0.0951992970960433,-0.0975908371625017,0.085895619749602,-0.0123936722959422,0.0123936722959422,-0.0573383507648658,-0.132995657916681,-0.014667729464228,-0.091287746199673,-0.0952822472928575,-0.124395129860244,0.038553777632124,-0.0952822472928575,-0.0635217645626462,-0.0809635780665483,-0.837358703787482,-0.758705981060733,-0.957637600648197,-0.309453291466692,0.239239840995096,-0.318761331740224,-0.27286025398559,0.223838469588506,-0.282050365047924,-0.3305597672545,-0.153438632522414,-0.374795770997455,0.671963401369956,-0.295031259354271,-0.999955543103549,-0.00940496576796703,-0.38935777848089,-0.989345019021929,1,-0.0459621176167992,-0.358645158314674,0.339589996202428,-0.416058127821218,-0.405892423080527,0.311698947123713,-0.460532385481294,-0.205370011461665,0.220513016184004,0.323468742415682,0.320253841987347,0.0512866495395631,0.0825820683121238
"cover_notexotic",0.161973361707887,0.0650385427158995,0.0164239849918514,-0.186644720423033,-0.147995909197245,0.0101888732544526,-0.05846597084423,0.05846597084423,0.0294330292109157,-0.0371889515931328,0.253866338814405,-0.07703037357275,-0.162379834684046,0.195268361321987,-0.35569400344425,-0.162379834684046,-0.216229311540842,-0.149040066222327,0.0846709182510103,0.0704754850922221,0.128879547874925,0.0485666034963164,-0.474227801153474,0.337847735974109,0.0719236339212657,-0.474004856997817,0.351904807525114,0.0938712028253896,-0.00889580286407829,0.0994998040690139,0.240911831982249,-0.290006598108314,0.0466520480504984,0.987440499682459,0.122751074541913,0.139915732600811,-0.0459621176167992,1,0.0767155976577393,-0.449904285553583,0.337210301537084,0.0336665024265825,-0.324661159557992,0.225050278130938,0.00252423939686891,-0.218538089869416,-0.0770318642056219,-0.0795866270043021,-0.206066079519257,-0.123936145503137
"shannon_total",0.0226756473460407,-0.493424361585104,-0.302283571469272,0.209428270256053,0.169981505922622,-0.00582517356069282,-0.025249922536179,0.025249922536179,0.146576696840017,0.213371502073961,-0.144863795266875,0.247028338200887,0.141688983895979,0.0568865033616254,0.124287132026075,0.141688983895979,0.197804144766536,0.227350537041374,0.338331101924479,0.358484536663253,0.378155345835402,0.984703919430579,-0.434254161621032,0.83254782836242,0.969356709004334,-0.412417329220114,0.826575006979271,0.47778520815451,0.167414221227173,0.53024517213098,-0.394616296534039,0.401156309708628,0.359146419868451,0.0503855132764803,0.451550478148187,0.338516282386045,-0.358645158314674,0.0767155976577393,1,-0.442698704390661,0.828600182482232,0.920553003819157,-0.28858331598183,0.806001942296022,0.313507087751042,-0.421915497291603,-0.508747618138144,-0.508506368894113,-0.373911717313813,-0.226714307292135
"evenness_total",0.00767187638191895,0.43115015817274,0.27015409217568,-0.078401659442962,-0.0949042948704492,-0.0592224152196426,0.0163860503712052,-0.0163860503712052,-0.180000520545093,-0.172607239138416,0.00076074925616846,-0.138184140086904,-0.055151478622035,-0.127253378063682,0.041201413811786,-0.055151478622035,-0.0491363588589942,-0.105003745914145,-0.365022832008309,-0.344617685868741,-0.433369321168099,-0.439733446666046,0.976219000169862,-0.822899835977596,-0.434781419005923,0.956824037950477,-0.806734459275917,-0.562499246390876,-0.23460142986318,-0.575942857732448,0.16034922300907,-0.0850531388321052,-0.340330507979432,-0.438391946501644,-0.333008354463008,-0.384327978670468,0.339589996202428,-0.449904285553583,-0.442698704390661,1,-0.839062333156273,-0.396847688505816,0.863892766341006,-0.745108455332082,-0.179526484011996,0.295646543359974,0.355612892515373,0.3568854227744,0.209538503651226,0.0798146440765996
"nspp_total",0.0231950975992986,-0.515753652212625,-0.351810719498224,0.152713084737542,0.138068068448868,0.0268275334923785,-0.0190157842986492,0.0190157842986492,0.17938633897701,0.209868453249356,-0.0683277448996939,0.206800609705845,0.101412929830214,0.110022085467959,0.0279799902473956,0.101412929830214,0.12310392162593,0.173574989469908,0.427704610225059,0.414859664245036,0.490239829403495,0.816817676088501,-0.817605495241672,0.989734012302507,0.806005113373938,-0.791916261443044,0.976174019717585,0.613012601648823,0.232137068459793,0.651648495066361,-0.320260429471012,0.26633172485722,0.41686248255152,0.314127745677377,0.459926146276767,0.436017263262302,-0.416058127821218,0.337210301537084,0.828600182482232,-0.839062333156273,1,0.761857854271988,-0.663330249583961,0.924260343871844,0.295782762234543,-0.43919799693483,-0.503871048460987,-0.504911857890522,-0.345036496942792,-0.181016326902784
"shannon_family",-0.0758255303474096,-0.454193783805152,-0.347794122387902,0.33290108684336,0.264890629533901,0.00909275839584441,-0.0259716016467497,0.0259716016467497,0.152276186157884,0.271641217034427,-0.212857772012208,0.294837254316415,0.250207841326897,0.0543617226754922,0.215142179761103,0.250207841326897,0.302318114883613,0.31057905141667,0.387902527998625,0.417011603062797,0.425408519929511,0.902338446090706,-0.387876333554337,0.764682870669447,0.887881402019715,-0.370992864422661,0.762803701777294,0.418211067741498,0.184978096757393,0.471278230847515,-0.416110229244415,0.401010328643449,0.406085575657473,0.0107917330537218,0.433864529363957,0.386495276777254,-0.405892423080527,0.0336665024265825,0.920553003819157,-0.396847688505816,0.761857854271988,1,-0.26651987523356,0.841979332269069,0.293718513388636,-0.389089305892901,-0.510158880839157,-0.508616505535295,-0.336175408547901,-0.193278614084879
"evenness_family",0.0472767337981443,0.423575165045558,0.292890564797593,-0.169376571909195,-0.174380745666488,-0.0417738806910647,0.0115884915413235,-0.0115884915413235,-0.147448164667591,-0.204721857688451,0.0564739371291116,-0.174913596363856,-0.139875363696637,-0.117000763009518,-0.0620584893625028,-0.139875363696637,-0.124859140273574,-0.159164017957283,-0.320534350351226,-0.296545070512042,-0.384772150945228,-0.297232206946811,0.830341683059271,-0.644781206592274,-0.299178292173742,0.816199876986975,-0.632758266924943,-0.439213011886753,-0.186805173315216,-0.453765582914438,0.149989160666057,-0.0583527532074028,-0.312262758160584,-0.311761890574681,-0.259068469882261,-0.343129384961917,0.311698947123713,-0.324661159557992,-0.28858331598183,0.863892766341006,-0.663330249583961,-0.26651987523356,1,-0.707312949198946,-0.116754580176107,0.182391268677606,0.350954739303752,0.350394980783815,0.173012319016867,0.0645543487069226
"nfamilies",-0.0444591112686868,-0.546106056294121,-0.424759634811307,0.313042618617193,0.261400608455012,0.0155522548818675,-0.0267484016963837,0.0267484016963837,0.170916588965963,0.286941538488088,-0.171763455773391,0.291096610985935,0.229607386275734,0.106296507758402,0.1644308038471,0.229607386275734,0.262999642106578,0.290416858606671,0.457743909263361,0.455636933270837,0.519348286116928,0.795362361130226,-0.720321657260267,0.913840212435105,0.787195219231571,-0.698445164071725,0.90531668931178,0.545392734830975,0.233591750407242,0.589866002550595,-0.369563766515862,0.30268493925251,0.461094152721597,0.20141377892949,0.450841431486414,0.467427606332093,-0.460532385481294,0.225050278130938,0.806001942296022,-0.745108455332082,0.924260343871844,0.841979332269069,-0.707312949198946,1,0.287514762514831,-0.402965683009684,-0.5656733401891,-0.56452222936542,-0.350676998712965,-0.183194555926865
"turnover",0.147724324013783,-0.388303679334713,-0.159633397074603,0.120592986855967,0.15514795879274,0.122701822003002,-0.00407094648691541,0.00407094648691541,0.234730255970823,0.214376510501342,0.0113715556879958,0.199743123347613,0.144585823981181,0.138921612913204,0.0163082787860273,0.144585823981181,0.0868066058445175,0.143785220309233,0.163564476806521,0.189968755245447,0.20546821575001,0.30390551454578,-0.167729688692627,0.287135455365399,0.283079731510135,-0.154921147023118,0.274449399773206,0.233356189438642,0.084869155668517,0.261381163320692,-0.223630821061616,0.226466599998659,0.205538519996925,-0.00461240965247,0.244117979303845,0.193955297865378,-0.205370011461665,0.00252423939686891,0.313507087751042,-0.179526484011996,0.295782762234543,0.293718513388636,-0.116754580176107,0.287514762514831,1,-0.69348712703657,-0.276890716344475,-0.277974742618782,-0.12153469350401,-0.108171561236936
"nestedness",-0.11623574977728,0.257966933580024,0.147842484183796,-0.0980936105355935,-0.0824532531849079,-0.0545994463129418,0.0168575726848996,-0.0168575726848996,-0.150756166693786,-0.161467906403078,0.0141056938603116,-0.174210970685219,-0.0679671647333082,-0.126556948941245,0.0280817513273762,-0.0679671647333082,-0.0633337377548065,-0.121929264227183,-0.19756127025297,-0.223015464286818,-0.241882426092542,-0.414119871865423,0.286140516273735,-0.436980518921884,-0.400149177271168,0.274752547364148,-0.434000015769519,-0.242244447956943,-0.0452252069169589,-0.265750976626942,0.152888480763448,-0.131455029805593,-0.220751500424622,-0.211897761201703,-0.243740089273413,-0.23059622245879,0.220513016184004,-0.218538089869416,-0.421915497291603,0.295646543359974,-0.43919799693483,-0.389089305892901,0.182391268677606,-0.402965683009684,-0.69348712703657,1,0.303629609501755,0.304889006294205,0.258861778421844,0.156634523966084
"minElev",-0.146383081739933,0.532986633846603,0.319268722033193,-0.38328724072768,-0.314089540237024,-0.0669018280304147,-0.0140931514295983,0.0140931514295983,-0.236863692705176,-0.365027965752413,0.209017975166852,-0.420471473523766,-0.244025502455005,-0.186600305687912,-0.131162090269458,-0.244025502455005,-0.328930420243829,-0.380222139972418,-0.30363259800932,-0.34713586634215,-0.343237225843633,-0.519745460388087,0.322152791885117,-0.495466244676322,-0.530031267198001,0.309734303401922,-0.500383630304019,-0.306176705677378,-0.112156556015812,-0.331924605254419,0.254719071491,-0.196745885414641,-0.323711808302458,-0.0574584763492796,-0.257706877993652,-0.314024833873094,0.323468742415682,-0.0770318642056219,-0.508747618138144,0.355612892515373,-0.503871048460987,-0.510158880839157,0.350954739303752,-0.5656733401891,-0.276890716344475,0.303629609501755,1,0.999144521221781,0.534874768737154,0.279180368698568
"maxElev",-0.149157120555791,0.531769425942938,0.317839170630193,-0.373755181555853,-0.306061123338774,-0.0651874155944079,-0.0170787189405657,0.0170787189405657,-0.234538015061317,-0.358856015914499,0.202340787186104,-0.413047644047046,-0.237099667993131,-0.18373557151404,-0.124560804781104,-0.237099667993131,-0.319575762814013,-0.370826968875225,-0.300810848746606,-0.343698399946953,-0.340167682750583,-0.519841179266228,0.323741485536989,-0.496945393369164,-0.53022695151632,0.311597602357686,-0.502142768441206,-0.305456822250083,-0.110540287550565,-0.330857122284796,0.249462762267455,-0.192649789637606,-0.320456341854865,-0.0604544461436257,-0.254537686013207,-0.310727737042154,0.320253841987347,-0.0795866270043021,-0.508506368894113,0.3568854227744,-0.504911857890522,-0.508616505535295,0.350394980783815,-0.56452222936542,-0.277974742618782,0.304889006294205,0.999144521221781,1,0.543899579912967,0.282776556723896
"slope",-0.179040013694228,0.210521331222716,0.139635214100591,0.0346401176216837,0.0896409635275468,0.159540020530229,0.0279403136476546,-0.0279403136476546,0.0672427261581465,0.0173592370403693,0.0209124414999726,-0.0509458917736532,0.119231590804028,-0.00398372574727418,0.0863423868932819,0.119231590804028,0.0266125609529554,0.0106586098236212,-0.0552320777157041,-0.101044154972252,-0.0663729966534636,-0.389595876188937,0.21707257451051,-0.364828342127607,-0.400052389763677,0.209473634355821,-0.374639551385932,-0.151028582149082,0.0157764720432404,-0.170855643030094,-0.0126846344610983,-0.0316927078498456,-0.0520871158247551,-0.189791609798165,-0.121148223098138,-0.042733401287992,0.0512866495395631,-0.206066079519257,-0.373911717313813,0.209538503651226,-0.345036496942792,-0.336175408547901,0.173012319016867,-0.350676998712965,-0.12153469350401,0.258861778421844,0.534874768737154,0.543899579912967,1,0.530863315380022
"aspect",-0.133581159253024,0.119786096689854,0.133073487506078,0.0202462080586119,0.0390469578257977,0.111701060493747,0.00585622333222781,-0.00585622333222781,0.0440066347893781,0.00282359237156814,-0.0332369703026349,-0.0190762095054088,0.088994887298877,-0.0954293794747029,0.127590091533823,0.088994887298877,0.0240687501870756,-0.00612699027595804,-0.0484461321204504,-0.0600181715239023,-0.0687327623236493,-0.220349882650985,0.0860576527978816,-0.181909401593683,-0.225906539794584,0.0807295381985082,-0.186864379547569,-0.0970295383910481,0.012274679979537,-0.116251452488071,0.0509916635116773,-0.0695006272703853,-0.0829947103013399,-0.108239312543087,-0.138461525281578,-0.0741760445016205,0.0825820683121238,-0.123936145503137,-0.226714307292135,0.0798146440765996,-0.181016326902784,-0.193278614084879,0.0645543487069226,-0.183194555926865,-0.108171561236936,0.156634523966084,0.279180368698568,0.282776556723896,0.530863315380022,1
